Draw Date,Winning Numbers,Mega Ball,Multiplier,Game Type,Split 1,Split 2,Split 3,Split 4,Split 5,Split 6,Split 7,Split 8,Split 9,Split 10,Split 11,Split 12,Split 13,Split 14,Split 15,Split 16,Split 17,Split 18,Split 19,Split 20
11/12/21,30 32 42 46 48,15,02,Mega Millions,30,32,42,46,48,,,,,,,,,,,,,,,
11/9/21,09 14 16 26 49,14,03,Mega Millions,9,14,16,26,49,,,,,,,,,,,,,,,
11/5/21,10 15 20 66 68,18,02,Mega Millions,10,15,20,66,68,,,,,,,,,,,,,,,
11/2/21,05 10 26 58 65,09,02,Mega Millions,5,10,26,58,65,,,,,,,,,,,,,,,
10/29/21,15 26 28 35 45,04,03,Mega Millions,15,26,28,35,45,,,,,,,,,,,,,,,
10/26/21,06 14 19 56 62,09,04,Mega Millions,6,14,19,56,62,,,,,,,,,,,,,,,
10/22/21,09 14 26 29 66,22,03,Mega Millions,9,14,26,29,66,,,,,,,,,,,,,,,
10/19/21,03 12 13 19 52,01,03,Mega Millions,3,12,13,19,52,,,,,,,,,,,,,,,
10/15/21,03 20 31 34 65,18,03,Mega Millions,3,20,31,34,65,,,,,,,,,,,,,,,
10/12/21,21 26 56 61 65,04,03,Mega Millions,21,26,56,61,65,,,,,,,,,,,,,,,
10/8/21,21 24 36 40 70,22,05,Mega Millions,21,24,36,40,70,,,,,,,,,,,,,,,
10/5/21,07 11 18 30 36,04,03,Mega Millions,7,11,18,30,36,,,,,,,,,,,,,,,
10/1/21,21 25 36 62 63,06,02,Mega Millions,21,25,36,62,63,,,,,,,,,,,,,,,
9/28/21,18 30 43 68 69,22,04,Mega Millions,18,30,43,68,69,,,,,,,,,,,,,,,
9/24/21,17 21 27 43 56,15,03,Mega Millions,17,21,27,43,56,,,,,,,,,,,,,,,
9/21/21,36 41 45 51 56,13,03,Mega Millions,36,41,45,51,56,,,,,,,,,,,,,,,
9/17/21,17 32 40 59 61,18,03,Mega Millions,17,32,40,59,61,,,,,,,,,,,,,,,
9/14/21,04 13 19 63 64,16,02,Mega Millions,4,13,19,63,64,,,,,,,,,,,,,,,
9/10/21,20 32 35 47 64,18,02,Mega Millions,20,32,35,47,64,,,,,,,,,,,,,,,
9/7/21,15 17 25 32 53,12,03,Mega Millions,15,17,25,32,53,,,,,,,,,,,,,,,
9/3/21,07 10 12 61 65,03,02,Mega Millions,7,10,12,61,65,,,,,,,,,,,,,,,
8/31/21,08 14 31 58 68,15,03,Mega Millions,8,14,31,58,68,,,,,,,,,,,,,,,
8/27/21,01 10 44 47 56,23,03,Mega Millions,1,10,44,47,56,,,,,,,,,,,,,,,
8/24/21,17 18 26 52 67,19,02,Mega Millions,17,18,26,52,67,,,,,,,,,,,,,,,
8/20/21,41 43 51 57 70,01,02,Mega Millions,41,43,51,57,70,,,,,,,,,,,,,,,
8/17/21,03 06 16 38 56,24,03,Mega Millions,3,6,16,38,56,,,,,,,,,,,,,,,
8/13/21,17 21 35 40 53,11,02,Mega Millions,17,21,35,40,53,,,,,,,,,,,,,,,
8/10/21,29 45 50 59 62,12,02,Mega Millions,29,45,50,59,62,,,,,,,,,,,,,,,
8/6/21,09 18 40 46 69,09,02,Mega Millions,9,18,40,46,69,,,,,,,,,,,,,,,
8/3/21,01 09 17 27 34,24,02,Mega Millions,1,9,17,27,34,,,,,,,,,,,,,,,
7/30/21,19 26 31 52 68,10,03,Mega Millions,19,26,31,52,68,,,,,,,,,,,,,,,
7/27/21,02 35 36 54 64,11,03,Mega Millions,2,35,36,54,64,,,,,,,,,,,,,,,
7/23/21,13 17 19 40 69,17,03,Mega Millions,13,17,19,40,69,,,,,,,,,,,,,,,
7/20/21,10 26 30 52 57,10,02,Mega Millions,10,26,30,52,57,,,,,,,,,,,,,,,
7/16/21,24 25 47 52 57,24,04,Mega Millions,24,25,47,52,57,,,,,,,,,,,,,,,
7/13/21,03 10 17 26 55,24,02,Mega Millions,3,10,17,26,55,,,,,,,,,,,,,,,
7/9/21,06 37 39 41 46,17,02,Mega Millions,6,37,39,41,46,,,,,,,,,,,,,,,
7/6/21,18 47 63 68 69,14,03,Mega Millions,18,47,63,68,69,,,,,,,,,,,,,,,
7/2/21,08 31 32 34 45,19,02,Mega Millions,8,31,32,34,45,,,,,,,,,,,,,,,
6/29/21,07 38 50 52 69,21,03,Mega Millions,7,38,50,52,69,,,,,,,,,,,,,,,
6/25/21,17 20 42 45 65,12,04,Mega Millions,17,20,42,45,65,,,,,,,,,,,,,,,
6/22/21,01 26 48 51 59,25,04,Mega Millions,1,26,48,51,59,,,,,,,,,,,,,,,
6/18/21,14 36 44 46 53,18,02,Mega Millions,14,36,44,46,53,,,,,,,,,,,,,,,
6/15/21,18 22 27 38 52,11,04,Mega Millions,18,22,27,38,52,,,,,,,,,,,,,,,
6/11/21,04 43 56 63 68,13,04,Mega Millions,4,43,56,63,68,,,,,,,,,,,,,,,
6/8/21,09 22 39 41 54,19,03,Mega Millions,9,22,39,41,54,,,,,,,,,,,,,,,
6/4/21,04 30 34 41 64,08,03,Mega Millions,4,30,34,41,64,,,,,,,,,,,,,,,
6/1/21,07 11 33 58 63,23,02,Mega Millions,7,11,33,58,63,,,,,,,,,,,,,,,
5/28/21,10 14 20 47 70,15,02,Mega Millions,10,14,20,47,70,,,,,,,,,,,,,,,
5/25/21,14 21 31 34 54,11,03,Mega Millions,14,21,31,34,54,,,,,,,,,,,,,,,
5/21/21,06 09 17 18 48,08,03,Mega Millions,6,9,17,18,48,,,,,,,,,,,,,,,
5/18/21,03 05 56 61 66,04,02,Mega Millions,3,5,56,61,66,,,,,,,,,,,,,,,
5/14/21,03 18 41 44 68,03,02,Mega Millions,3,18,41,44,68,,,,,,,,,,,,,,,
5/11/21,07 08 20 36 39,22,03,Mega Millions,7,8,20,36,39,,,,,,,,,,,,,,,
5/7/21,05 10 19 21 50,10,04,Mega Millions,5,10,19,21,50,,,,,,,,,,,,,,,
5/4/21,04 27 32 57 63,22,03,Mega Millions,4,27,32,57,63,,,,,,,,,,,,,,,
4/30/21,08 19 26 48 49,05,03,Mega Millions,8,19,26,48,49,,,,,,,,,,,,,,,
4/27/21,15 22 30 41 42,25,04,Mega Millions,15,22,30,41,42,,,,,,,,,,,,,,,
4/23/21,04 28 29 30 60,25,03,Mega Millions,4,28,29,30,60,,,,,,,,,,,,,,,
4/20/21,06 23 43 49 52,05,03,Mega Millions,6,23,43,49,52,,,,,,,,,,,,,,,
4/16/21,17 27 28 50 55,25,04,Mega Millions,17,27,28,50,55,,,,,,,,,,,,,,,
4/13/21,10 15 19 45 68,09,04,Mega Millions,10,15,19,45,68,,,,,,,,,,,,,,,
4/9/21,22 26 27 58 66,12,02,Mega Millions,22,26,27,58,66,,,,,,,,,,,,,,,
4/6/21,01 19 20 32 42,17,03,Mega Millions,1,19,20,32,42,,,,,,,,,,,,,,,
4/2/21,10 42 48 53 62,19,02,Mega Millions,10,42,48,53,62,,,,,,,,,,,,,,,
3/30/21,11 37 47 53 56,15,03,Mega Millions,11,37,47,53,56,,,,,,,,,,,,,,,
3/26/21,04 25 37 46 67,15,03,Mega Millions,4,25,37,46,67,,,,,,,,,,,,,,,
3/23/21,12 23 35 38 55,11,02,Mega Millions,12,23,35,38,55,,,,,,,,,,,,,,,
3/19/21,09 14 40 58 69,08,03,Mega Millions,9,14,40,58,69,,,,,,,,,,,,,,,
3/16/21,10 41 46 52 69,08,02,Mega Millions,10,41,46,52,69,,,,,,,,,,,,,,,
3/12/21,02 24 25 31 65,18,04,Mega Millions,2,24,25,31,65,,,,,,,,,,,,,,,
3/9/21,04 33 46 58 65,13,02,Mega Millions,4,33,46,58,65,,,,,,,,,,,,,,,
3/5/21,10 11 17 27 54,20,02,Mega Millions,10,11,17,27,54,,,,,,,,,,,,,,,
3/2/21,04 08 13 34 64,18,02,Mega Millions,4,8,13,34,64,,,,,,,,,,,,,,,
2/26/21,11 15 37 62 64,05,02,Mega Millions,11,15,37,62,64,,,,,,,,,,,,,,,
2/23/21,05 07 09 20 57,15,03,Mega Millions,5,7,9,20,57,,,,,,,,,,,,,,,
2/19/21,27 32 47 50 53,04,04,Mega Millions,27,32,47,50,53,,,,,,,,,,,,,,,
2/16/21,01 36 44 54 66,10,03,Mega Millions,1,36,44,54,66,,,,,,,,,,,,,,,
2/12/21,05 14 24 25 27,14,03,Mega Millions,5,14,24,25,27,,,,,,,,,,,,,,,
2/9/21,07 18 21 31 40,09,04,Mega Millions,7,18,21,31,40,,,,,,,,,,,,,,,
2/5/21,14 17 28 29 44,02,04,Mega Millions,14,17,28,29,44,,,,,,,,,,,,,,,
2/2/21,13 37 38 40 67,10,02,Mega Millions,13,37,38,40,67,,,,,,,,,,,,,,,
1/29/21,04 44 58 59 70,03,03,Mega Millions,4,44,58,59,70,,,,,,,,,,,,,,,
1/26/21,29 49 56 66 67,24,03,Mega Millions,29,49,56,66,67,,,,,,,,,,,,,,,
1/22/21,04 26 42 50 60,24,02,Mega Millions,4,26,42,50,60,,,,,,,,,,,,,,,
1/19/21,10 19 26 28 50,16,02,Mega Millions,10,19,26,28,50,,,,,,,,,,,,,,,
1/15/21,03 11 12 38 43,15,04,Mega Millions,3,11,12,38,43,,,,,,,,,,,,,,,
1/12/21,12 14 26 28 33,09,02,Mega Millions,12,14,26,28,33,,,,,,,,,,,,,,,
1/8/21,03 06 16 18 58,11,02,Mega Millions,3,6,16,18,58,,,,,,,,,,,,,,,
1/5/21,20 43 51 55 57,04,02,Mega Millions,20,43,51,55,57,,,,,,,,,,,,,,,
1/1/21,08 24 53 68 69,07,05,Mega Millions,8,24,53,68,69,,,,,,,,,,,,,,,
12/29/20,01 31 35 48 62,19,03,Mega Millions,1,31,35,48,62,,,,,,,,,,,,,,,
12/25/20,17 23 36 69 70,19,02,Mega Millions,17,23,36,69,70,,,,,,,,,,,,,,,
12/22/20,29 53 56 59 67,21,02,Mega Millions,29,53,56,59,67,,,,,,,,,,,,,,,
12/18/20,07 15 25 51 60,05,03,Mega Millions,7,15,25,51,60,,,,,,,,,,,,,,,
12/15/20,01 10 18 20 46,15,02,Mega Millions,1,10,18,20,46,,,,,,,,,,,,,,,
12/11/20,19 31 37 55 67,25,04,Mega Millions,19,31,37,55,67,,,,,,,,,,,,,,,
12/8/20,15 19 33 39 68,25,03,Mega Millions,15,19,33,39,68,,,,,,,,,,,,,,,
12/4/20,03 19 24 44 50,08,03,Mega Millions,3,19,24,44,50,,,,,,,,,,,,,,,
12/1/20,07 33 53 61 65,14,02,Mega Millions,7,33,53,61,65,,,,,,,,,,,,,,,
11/27/20,04 10 27 35 58,10,02,Mega Millions,4,10,27,35,58,,,,,,,,,,,,,,,
11/24/20,09 15 34 61 64,06,02,Mega Millions,9,15,34,61,64,,,,,,,,,,,,,,,
11/20/20,26 33 45 61 68,17,03,Mega Millions,26,33,45,61,68,,,,,,,,,,,,,,,
11/17/20,08 13 35 46 68,16,03,Mega Millions,8,13,35,46,68,,,,,,,,,,,,,,,
11/13/20,06 07 14 28 59,07,02,Mega Millions,6,7,14,28,59,,,,,,,,,,,,,,,
11/10/20,23 45 53 58 62,13,05,Mega Millions,23,45,53,58,62,,,,,,,,,,,,,,,
11/6/20,18 24 27 34 60,02,02,Mega Millions,18,24,27,34,60,,,,,,,,,,,,,,,
11/3/20,07 31 44 45 55,19,03,Mega Millions,7,31,44,45,55,,,,,,,,,,,,,,,
10/30/20,14 19 34 39 59,11,02,Mega Millions,14,19,34,39,59,,,,,,,,,,,,,,,
10/27/20,06 13 34 46 62,01,03,Mega Millions,6,13,34,46,62,,,,,,,,,,,,,,,
10/23/20,18 34 44 60 69,22,02,Mega Millions,18,34,44,60,69,,,,,,,,,,,,,,,
10/20/20,46 54 57 58 66,10,03,Mega Millions,46,54,57,58,66,,,,,,,,,,,,,,,
10/16/20,27 32 50 52 57,12,05,Mega Millions,27,32,50,52,57,,,,,,,,,,,,,,,
10/13/20,11 44 45 46 70,25,02,Mega Millions,11,44,45,46,70,,,,,,,,,,,,,,,
10/9/20,05 11 25 27 64,13,02,Mega Millions,5,11,25,27,64,,,,,,,,,,,,,,,
10/6/20,15 16 18 39 59,17,03,Mega Millions,15,16,18,39,59,,,,,,,,,,,,,,,
10/2/20,09 38 47 49 68,25,02,Mega Millions,9,38,47,49,68,,,,,,,,,,,,,,,
9/29/20,14 39 43 44 67,19,03,Mega Millions,14,39,43,44,67,,,,,,,,,,,,,,,
9/25/20,20 36 37 48 67,16,02,Mega Millions,20,36,37,48,67,,,,,,,,,,,,,,,
9/22/20,36 43 44 55 68,12,4,Mega Millions,36,43,44,55,68,,,,,,,,,,,,,,,
9/18/20,26 29 41 52 64,11,3,Mega Millions,26,29,41,52,64,,,,,,,,,,,,,,,
9/15/20,25 28 38 59 62,22,4,Mega Millions,25,28,38,59,62,,,,,,,,,,,,,,,
9/11/20,03 15 42 48 56,13,2,Mega Millions,3,15,42,48,56,,,,,,,,,,,,,,,
9/8/20,07 10 15 31 57,21,2,Mega Millions,7,10,15,31,57,,,,,,,,,,,,,,,
9/4/20,19 22 24 28 53,25,3,Mega Millions,19,22,24,28,53,,,,,,,,,,,,,,,
9/1/20,15 25 26 38 47,22,4,Mega Millions,15,25,26,38,47,,,,,,,,,,,,,,,
8/28/20,03 09 50 53 64,1,3,Mega Millions,3,9,50,53,64,,,,,,,,,,,,,,,
8/25/20,08 10 15 17 57,12,3,Mega Millions,8,10,15,17,57,,,,,,,,,,,,,,,
8/21/20,11 15 31 42 63,14,2,Mega Millions,11,15,31,42,63,,,,,,,,,,,,,,,
8/18/20,04 18 26 27 58,23,4,Mega Millions,4,18,26,27,58,,,,,,,,,,,,,,,
8/14/20,03 24 29 42 47,13,2,Mega Millions,3,24,29,42,47,,,,,,,,,,,,,,,
8/11/20,08 22 29 43 56,9,4,Mega Millions,8,22,29,43,56,,,,,,,,,,,,,,,
8/7/20,04 44 53 64 70,3,2,Mega Millions,4,44,53,64,70,,,,,,,,,,,,,,,
8/4/20,02 22 30 42 62,20,3,Mega Millions,2,22,30,42,62,,,,,,,,,,,,,,,
7/31/20,12 35 46 48 69,23,2,Mega Millions,12,35,46,48,69,,,,,,,,,,,,,,,
7/28/20,17 20 27 31 34,19,4,Mega Millions,17,20,27,31,34,,,,,,,,,,,,,,,
7/24/20,08 33 39 54 58,17,3,Mega Millions,8,33,39,54,58,,,,,,,,,,,,,,,
7/21/20,14 25 26 41 43,15,3,Mega Millions,14,25,26,41,43,,,,,,,,,,,,,,,
7/17/20,12 13 21 46 57,21,3,Mega Millions,12,13,21,46,57,,,,,,,,,,,,,,,
7/14/20,06 26 55 56 64,22,4,Mega Millions,6,26,55,56,64,,,,,,,,,,,,,,,
7/10/20,10 15 20 49 53,22,5,Mega Millions,10,15,20,49,53,,,,,,,,,,,,,,,
7/7/20,16 20 25 30 43,18,3,Mega Millions,16,20,25,30,43,,,,,,,,,,,,,,,
7/3/20,20 40 44 45 50,24,2,Mega Millions,20,40,44,45,50,,,,,,,,,,,,,,,
6/30/20,09 16 29 37 53,11,2,Mega Millions,9,16,29,37,53,,,,,,,,,,,,,,,
6/26/20,19 33 37 56 57,6,2,Mega Millions,19,33,37,56,57,,,,,,,,,,,,,,,
6/23/20,06 20 37 40 48,15,3,Mega Millions,6,20,37,40,48,,,,,,,,,,,,,,,
6/19/20,11 34 36 52 66,7,2,Mega Millions,11,34,36,52,66,,,,,,,,,,,,,,,
6/16/20,21 23 33 35 42,6,3,Mega Millions,21,23,33,35,42,,,,,,,,,,,,,,,
6/12/20,09 14 57 67 70,2,3,Mega Millions,9,14,57,67,70,,,,,,,,,,,,,,,
6/9/20,01 05 09 10 23,22,2,Mega Millions,1,5,9,10,23,,,,,,,,,,,,,,,
6/5/20,32 35 37 47 55,22,3,Mega Millions,32,35,37,47,55,,,,,,,,,,,,,,,
6/2/20,09 20 23 26 29,8,3,Mega Millions,9,20,23,26,29,,,,,,,,,,,,,,,
5/29/20,10 13 32 41 51,3,2,Mega Millions,10,13,32,41,51,,,,,,,,,,,,,,,
5/26/20,34 52 58 59 62,4,3,Mega Millions,34,52,58,59,62,,,,,,,,,,,,,,,
5/22/20,08 10 20 44 46,18,4,Mega Millions,8,10,20,44,46,,,,,,,,,,,,,,,
5/19/20,08 19 25 36 66,9,2,Mega Millions,8,19,25,36,66,,,,,,,,,,,,,,,
5/15/20,11 17 32 33 46,25,3,Mega Millions,11,17,32,33,46,,,,,,,,,,,,,,,
5/12/20,07 16 27 44 52,5,5,Mega Millions,7,16,27,44,52,,,,,,,,,,,,,,,
5/8/20,05 20 22 61 70,4,2,Mega Millions,5,20,22,61,70,,,,,,,,,,,,,,,
5/5/20,07 13 17 21 45,14,2,Mega Millions,7,13,17,21,45,,,,,,,,,,,,,,,
5/1/20,28 30 31 35 66,14,2,Mega Millions,28,30,31,35,66,,,,,,,,,,,,,,,
4/28/20,13 19 53 54 63,17,3,Mega Millions,13,19,53,54,63,,,,,,,,,,,,,,,
4/24/20,01 27 32 60 67,18,2,Mega Millions,1,27,32,60,67,,,,,,,,,,,,,,,
4/21/20,13 15 24 67 70,17,2,Mega Millions,13,15,24,67,70,,,,,,,,,,,,,,,
4/17/20,13 35 39 46 55,14,4,Mega Millions,13,35,39,46,55,,,,,,,,,,,,,,,
4/14/20,29 47 65 69 70,7,4,Mega Millions,29,47,65,69,70,,,,,,,,,,,,,,,
4/10/20,02 11 21 57 60,13,2,Mega Millions,2,11,21,57,60,,,,,,,,,,,,,,,
4/7/20,25 33 43 51 68,20,2,Mega Millions,25,33,43,51,68,,,,,,,,,,,,,,,
4/3/20,24 38 44 57 58,17,4,Mega Millions,24,38,44,57,58,,,,,,,,,,,,,,,
3/31/20,08 17 51 57 70,2,4,Mega Millions,8,17,51,57,70,,,,,,,,,,,,,,,
3/27/20,03 25 28 50 60,1,4,Mega Millions,3,25,28,50,60,,,,,,,,,,,,,,,
3/24/20,02 08 16 18 31,14,2,Mega Millions,2,8,16,18,31,,,,,,,,,,,,,,,
3/20/20,34 35 41 45 54,5,4,Mega Millions,34,35,41,45,54,,,,,,,,,,,,,,,
3/17/20,20 27 28 58 59,25,3,Mega Millions,20,27,28,58,59,,,,,,,,,,,,,,,
3/13/20,07 22 37 43 44,22,4,Mega Millions,7,22,37,43,44,,,,,,,,,,,,,,,
3/10/20,06 17 48 54 69,12,5,Mega Millions,6,17,48,54,69,,,,,,,,,,,,,,,
3/6/20,15 48 56 58 70,4,4,Mega Millions,15,48,56,58,70,,,,,,,,,,,,,,,
3/3/20,08 12 33 56 64,2,2,Mega Millions,8,12,33,56,64,,,,,,,,,,,,,,,
2/28/20,02 03 14 41 64,17,2,Mega Millions,2,3,14,41,64,,,,,,,,,,,,,,,
2/25/20,02 09 43 49 63,15,2,Mega Millions,2,9,43,49,63,,,,,,,,,,,,,,,
2/21/20,04 07 13 16 60,6,4,Mega Millions,4,7,13,16,60,,,,,,,,,,,,,,,
2/18/20,06 12 39 61 70,4,3,Mega Millions,6,12,39,61,70,,,,,,,,,,,,,,,
2/14/20,10 32 48 54 55,18,5,Mega Millions,10,32,48,54,55,,,,,,,,,,,,,,,
2/11/20,04 06 32 52 64,6,2,Mega Millions,4,6,32,52,64,,,,,,,,,,,,,,,
2/7/20,09 14 27 36 52,4,3,Mega Millions,9,14,27,36,52,,,,,,,,,,,,,,,
2/4/20,32 48 50 51 64,10,2,Mega Millions,32,48,50,51,64,,,,,,,,,,,,,,,
1/31/20,28 31 33 57 62,19,2,Mega Millions,28,31,33,57,62,,,,,,,,,,,,,,,
1/28/20,17 36 47 51 62,21,3,Mega Millions,17,36,47,51,62,,,,,,,,,,,,,,,
1/24/20,03 04 18 23 38,24,4,Mega Millions,3,4,18,23,38,,,,,,,,,,,,,,,
1/21/20,16 18 29 31 37,8,3,Mega Millions,16,18,29,31,37,,,,,,,,,,,,,,,
1/17/20,03 25 30 54 70,9,3,Mega Millions,3,25,30,54,70,,,,,,,,,,,,,,,
1/14/20,09 11 13 31 47,11,2,Mega Millions,9,11,13,31,47,,,,,,,,,,,,,,,
1/10/20,17 27 49 51 66,2,2,Mega Millions,17,27,49,51,66,,,,,,,,,,,,,,,
1/7/20,25 40 41 52 56,21,4,Mega Millions,25,40,41,52,56,,,,,,,,,,,,,,,
1/3/20,37 41 42 53 63,16,2,Mega Millions,37,41,42,53,63,,,,,,,,,,,,,,,
12/31/19,30 44 49 53 56,11,3,Mega Millions,30,44,49,53,56,,,,,,,,,,,,,,,
12/27/19,17 34 40 63 64,24,4,Mega Millions,17,34,40,63,64,,,,,,,,,,,,,,,
12/24/19,27 37 48 63 66,11,2,Mega Millions,27,37,48,63,66,,,,,,,,,,,,,,,
12/20/19,03 20 23 35 60,16,3,Mega Millions,3,20,23,35,60,,,,,,,,,,,,,,,
12/17/19,22 30 53 55 56,16,2,Mega Millions,22,30,53,55,56,,,,,,,,,,,,,,,
12/13/19,17 21 29 39 56,22,3,Mega Millions,17,21,29,39,56,,,,,,,,,,,,,,,
12/10/19,18 31 46 54 61,25,2,Mega Millions,18,31,46,54,61,,,,,,,,,,,,,,,
12/6/19,20 31 40 46 61,20,5,Mega Millions,20,31,40,46,61,,,,,,,,,,,,,,,
12/3/19,23 43 60 63 69,19,2,Mega Millions,23,43,60,63,69,,,,,,,,,,,,,,,
11/29/19,06 08 31 50 65,9,2,Mega Millions,6,8,31,50,65,,,,,,,,,,,,,,,
11/26/19,08 27 29 38 43,13,2,Mega Millions,8,27,29,38,43,,,,,,,,,,,,,,,
11/22/19,07 12 17 49 53,24,4,Mega Millions,7,12,17,49,53,,,,,,,,,,,,,,,
11/19/19,22 43 44 47 66,22,3,Mega Millions,22,43,44,47,66,,,,,,,,,,,,,,,
11/15/19,12 19 34 35 68,20,2,Mega Millions,12,19,34,35,68,,,,,,,,,,,,,,,
11/12/19,19 30 44 56 65,24,2,Mega Millions,19,30,44,56,65,,,,,,,,,,,,,,,
11/8/19,03 04 10 39 58,14,3,Mega Millions,3,4,10,39,58,,,,,,,,,,,,,,,
11/5/19,02 09 24 49 54,19,3,Mega Millions,2,9,24,49,54,,,,,,,,,,,,,,,
11/1/19,09 20 36 41 54,22,2,Mega Millions,9,20,36,41,54,,,,,,,,,,,,,,,
10/29/19,04 09 17 27 39,22,2,Mega Millions,4,9,17,27,39,,,,,,,,,,,,,,,
10/25/19,16 24 25 52 60,6,3,Mega Millions,16,24,25,52,60,,,,,,,,,,,,,,,
10/22/19,05 11 14 23 25,10,4,Mega Millions,5,11,14,23,25,,,,,,,,,,,,,,,
10/18/19,18 58 60 65 67,20,3,Mega Millions,18,58,60,65,67,,,,,,,,,,,,,,,
10/15/19,04 12 14 35 70,2,2,Mega Millions,4,12,14,35,70,,,,,,,,,,,,,,,
10/11/19,14 22 30 37 60,8,3,Mega Millions,14,22,30,37,60,,,,,,,,,,,,,,,
10/8/19,05 08 10 17 48,23,3,Mega Millions,5,8,10,17,48,,,,,,,,,,,,,,,
10/4/19,11 38 44 48 70,17,2,Mega Millions,11,38,44,48,70,,,,,,,,,,,,,,,
10/1/19,10 17 39 42 59,3,2,Mega Millions,10,17,39,42,59,,,,,,,,,,,,,,,
9/27/19,12 20 31 43 45,20,3,Mega Millions,12,20,31,43,45,,,,,,,,,,,,,,,
9/24/19,06 14 24 42 46,9,4,Mega Millions,6,14,24,42,46,,,,,,,,,,,,,,,
9/20/19,23 24 42 48 53,22,2,Mega Millions,23,24,42,48,53,,,,,,,,,,,,,,,
9/17/19,12 15 30 50 65,1,4,Mega Millions,12,15,30,50,65,,,,,,,,,,,,,,,
9/13/19,06 16 37 59 62,5,2,Mega Millions,6,16,37,59,62,,,,,,,,,,,,,,,
9/10/19,34 47 48 50 55,24,2,Mega Millions,34,47,48,50,55,,,,,,,,,,,,,,,
9/6/19,04 11 13 19 31,10,4,Mega Millions,4,11,13,19,31,,,,,,,,,,,,,,,
9/3/19,13 20 27 61 62,5,2,Mega Millions,13,20,27,61,62,,,,,,,,,,,,,,,
8/30/19,03 09 11 34 39,10,4,Mega Millions,3,9,11,34,39,,,,,,,,,,,,,,,
8/27/19,08 12 23 39 43,6,2,Mega Millions,8,12,23,39,43,,,,,,,,,,,,,,,
8/23/19,11 15 37 54 68,21,2,Mega Millions,11,15,37,54,68,,,,,,,,,,,,,,,
8/20/19,08 14 25 51 63,4,3,Mega Millions,8,14,25,51,63,,,,,,,,,,,,,,,
8/16/19,04 14 24 26 46,14,2,Mega Millions,4,14,24,26,46,,,,,,,,,,,,,,,
8/13/19,07 27 31 34 51,5,3,Mega Millions,7,27,31,34,51,,,,,,,,,,,,,,,
8/9/19,15 53 56 59 63,1,2,Mega Millions,15,53,56,59,63,,,,,,,,,,,,,,,
8/6/19,11 17 31 43 55,16,2,Mega Millions,11,17,31,43,55,,,,,,,,,,,,,,,
8/2/19,11 20 26 48 70,19,2,Mega Millions,11,20,26,48,70,,,,,,,,,,,,,,,
7/30/19,10 24 28 33 38,6,3,Mega Millions,10,24,28,33,38,,,,,,,,,,,,,,,
7/26/19,04 06 11 43 48,11,3,Mega Millions,4,6,11,43,48,,,,,,,,,,,,,,,
7/23/19,01 04 23 40 45,11,2,Mega Millions,1,4,23,40,45,,,,,,,,,,,,,,,
7/19/19,16 18 28 33 67,14,3,Mega Millions,16,18,28,33,67,,,,,,,,,,,,,,,
7/16/19,08 16 31 48 52,23,3,Mega Millions,8,16,31,48,52,,,,,,,,,,,,,,,
7/12/19,08 25 38 56 59,7,2,Mega Millions,8,25,38,56,59,,,,,,,,,,,,,,,
7/9/19,12 26 40 48 64,1,2,Mega Millions,12,26,40,48,64,,,,,,,,,,,,,,,
7/5/19,06 38 47 57 63,12,2,Mega Millions,6,38,47,57,63,,,,,,,,,,,,,,,
7/2/19,03 25 37 40 55,13,2,Mega Millions,3,25,37,40,55,,,,,,,,,,,,,,,
6/28/19,02 35 49 53 63,1,2,Mega Millions,2,35,49,53,63,,,,,,,,,,,,,,,
6/25/19,24 33 45 47 61,17,3,Mega Millions,24,33,45,47,61,,,,,,,,,,,,,,,
6/21/19,13 30 36 48 62,18,3,Mega Millions,13,30,36,48,62,,,,,,,,,,,,,,,
6/18/19,12 14 22 24 48,21,2,Mega Millions,12,14,22,24,48,,,,,,,,,,,,,,,
6/14/19,19 40 47 57 65,6,2,Mega Millions,19,40,47,57,65,,,,,,,,,,,,,,,
6/11/19,20 34 39 43 57,13,3,Mega Millions,20,34,39,43,57,,,,,,,,,,,,,,,
6/7/19,17 19 27 40 68,2,3,Mega Millions,17,19,27,40,68,,,,,,,,,,,,,,,
6/4/19,25 37 46 48 68,25,2,Mega Millions,25,37,46,48,68,,,,,,,,,,,,,,,
5/31/19,07 08 26 65 67,4,3,Mega Millions,7,8,26,65,67,,,,,,,,,,,,,,,
5/28/19,09 21 34 42 50,21,2,Mega Millions,9,21,34,42,50,,,,,,,,,,,,,,,
5/24/19,14 41 44 56 62,10,2,Mega Millions,14,41,44,56,62,,,,,,,,,,,,,,,
5/21/19,10 50 55 56 58,15,5,Mega Millions,10,50,55,56,58,,,,,,,,,,,,,,,
5/17/19,05 17 28 32 63,11,3,Mega Millions,5,17,28,32,63,,,,,,,,,,,,,,,
5/14/19,11 59 66 67 68,18,4,Mega Millions,11,59,66,67,68,,,,,,,,,,,,,,,
5/10/19,03 16 21 61 62,19,2,Mega Millions,3,16,21,61,62,,,,,,,,,,,,,,,
5/7/19,03 06 34 54 63,19,3,Mega Millions,3,6,34,54,63,,,,,,,,,,,,,,,
5/3/19,08 16 22 66 68,11,2,Mega Millions,8,16,22,66,68,,,,,,,,,,,,,,,
4/30/19,24 37 41 61 70,20,3,Mega Millions,24,37,41,61,70,,,,,,,,,,,,,,,
